"CRN","ARRIVAL_TM","AUTOMOBILE_COUNT","BELTED_DEATH_COUNT","BELTED_SUSP_SERIOUS_INJ_COUNT","BICYCLE_COUNT","BICYCLE_DEATH_COUNT","BICYCLE_SUSP_SERIOUS_INJ_COUNT","BUS_COUNT","CHLDPAS_DEATH_COUNT","CHLDPAS_SUSP_SERIOUS_INJ_COUNT","COLLISION_TYPE","COMM_VEH_COUNT","CONS_ZONE_SPD_LIM","COUNTY","CRASH_MONTH","CRASH_YEAR","DAY_OF_WEEK","DEC_LATITUDE","DEC_LONGITUDE","DISPATCH_TM","DISTRICT","DRIVER_COUNT_16YR","DRIVER_COUNT_17YR","DRIVER_COUNT_18YR","DRIVER_COUNT_19YR","DRIVER_COUNT_20YR","DRIVER_COUNT_50_64YR","DRIVER_COUNT_65_74YR","DRIVER_COUNT_75PLUS","EST_HRS_CLOSED","FATAL_COUNT","HEAVY_TRUCK_COUNT","HORSE_BUGGY_COUNT","HOUR_OF_DAY","ILLUMINATION","INJURY_COUNT","INTERSECTION_RELATED","INTERSECT_TYPE","LANE_CLOSED","LATITUDE","LN_CLOSE_DIR","LOCATION_TYPE","LONGITUDE","MAX_SEVERITY_LEVEL","MCYCLE_DEATH_COUNT","MCYCLE_SUSP_SERIOUS_INJ_COUNT","MOTORCYCLE_COUNT","MUNICIPALITY","NONMOTR_COUNT","NONMOTR_DEATH_COUNT","NONMOTR_SUSP_SERIOUS_INJ_COUNT","NTFY_HIWY_MAINT","PED_COUNT","PED_DEATH_COUNT","PED_SUSP_SERIOUS_INJ_COUNT","PERSON_COUNT","POLICE_AGCY","POSSIBLE_INJ_COUNT","RDWY_SURF_TYPE_CD","RELATION_TO_ROAD","ROADWAY_CLEARED","ROAD_CONDITION","SCH_BUS_IND","SCH_ZONE_IND","SECONDARY_CRASH","SMALL_TRUCK_COUNT","SPEC_JURIS_CD","SUSP_MINOR_INJ_COUNT","SUSP_SERIOUS_INJ_COUNT","SUV_COUNT","TCD_FUNC_CD","TCD_TYPE","TFC_DETOUR_IND","TIME_OF_DAY","TOTAL_UNITS","TOT_INJ_COUNT","UNBELTED_OCC_COUNT","UNB_DEATH_COUNT","UNB_SUSP_SERIOUS_INJ_COUNT","UNK_INJ_DEG_COUNT","UNK_INJ_PER_COUNT","URBAN_RURAL","VAN_COUNT","VEHICLE_COUNT","WEATHER1","WEATHER2","WORKERS_PRES","WORK_ZONE_IND","WORK_ZONE_LOC","WORK_ZONE_TYPE","WZ_CLOSE_DETOUR","WZ_FLAGGER","WZ_LAW_OFFCR_IND","WZ_LN_CLOSURE","WZ_MOVING","WZ_OTHER","WZ_SHLDER_MDN","WZ_WORKERS_INJ_KILLED"
"2024001499","1154","1","0","0","0","0","0","0","0","0","7","0","","14","1","2024","4","40.855306","-78.150617","1121","2","1","0","0","0","0","0","0","0","","0","0","0","","","0","N","0","","40 51:19.100","","0","78 09:02.220","0","0","0","0","14219","0","0","0","N","0","0","0","1","68G07","0","","4.0","","2","N","N","N","0","","0","0","0","","0","","","1","0","0","0","0","0","0","1","0","1","03","","","N","","","","","","","","","",""
"2024001795","1823","0","0","0","0","0","0","0","0","0","7","0","","14","1","2024","5","41.023546","-77.563142","1823","2","0","0","0","0","0","0","0","0","","0","0","0","","","0","N","0","","41 01:24.765","","0","77 33:47.312","0","0","0","0","14214","0","0","0","Y","0","0","0","1","68G07","0","","4.0","","1","N","N","N","0","","0","0","1","","0","","","2","0","0","0","0","0","0","1","0","1","03","","","N","","","","","","","","","",""
"2024006914","0935","1","0","0","0","0","0","0","0","0","4","0","","14","1","2024","5","40.78493","-77.832238","0928","2","0","0","0","0","1","0","1","0","","0","0","0","","","0","","1","","40 47:05.749","2","0","77 49:56.056","0","0","0","0","14204","0","0","0","N","0","0","0","2","14410","0","","1.0","1000.0","1","N","N","N","0","","0","0","1","","2","Y","","2","0","0","0","0","0","0","2","0","2","","","","N","","","","","","","","","",""
"2024010807","1540","1","0","0","0","0","0","0","0","0","4","0","","14","1","2024","2","40.80447","-77.895689","1538","2","0","0","0","0","0","0","0","1","","0","0","0","","","0","Y","0","","40 48:16.091","","7","77 53:44.482","0","0","0","0","14206","0","0","0","N","0","0","0","2","14206","0","","1.0","","1","N","N","Y","0","","0","0","1","","0","","","2","0","0","0","0","0","0","2","0","2","03","03","","N","","","","","","","","","",""
"2024003138","2110","0","0","0","0","0","0","0","0","0","0","1","","14","1","2024","4","40.962829","-77.671222","2057","2","0","0","0","0","0","0","0","0","","0","1","0","","","0","","1","","40 57:46.186","","2","77 40:16.398","0","0","0","0","14214","0","0","0","Y","0","0","0","1","68G07","0","","1.0","","1","N","N","N","0","","0","0","0","","0","","","1","0","0","0","0","0","0","1","0","1","03","","","N","","","","","","","","","",""
"2024003550","1715","1","0","0","0","0","0","0","0","0","1","0","","14","1","2024","6","40.916315","-77.722974","1710","2","0","0","0","0","0","0","0","0","","0","0","0","","","0","N","0","","40 54:58.734","3","0","77 43:22.705","0","0","0","0","14221","0","0","0","N","0","0","0","2","14221","0","","1.0","1720.0","1","","","N","0","","0","0","1","","0","N","","2","0","0","0","0","0","0","1","0","2","03","03","","N","","","","","","","","","",""
"2024009528","1709","0","0","0","0","0","0","0","0","0","8","0","","14","1","2024","3","40.795302","-77.860435","1709","2","0","0","0","0","0","0","0","0","","0","0","0","","","1","","2","","40 47:43.088","","0","77 51:37.565","3","0","0","0","14410","1","0","0","N","1","0","0","2","14410","0","","1.0","","7","N","N","N","0","","1","0","1","","2","","","2","1","0","0","0","0","0","2","0","1","10","03","","N","","","","","","","","","",""
"2024006842","1346","1","0","0","0","0","0","0","0","0","7","0","","14","1","2024","2","40.989847","-77.554228","1333","2","0","0","0","0","0","0","0","0","","0","0","0","","","0","N","0","","40 59:23.450","","0","77 33:15.220","0","0","0","0","14224","0","0","0","N","0","0","0","1","68G07","0","","4.0","","9","N","N","N","0","","0","0","0","","0","","","1","0","0","0","0","0","0","1","0","1","07","","","N","","","","","","","","","",""
"2024007178","1806","0","0","0","0","0","0","0","0","0","4","0","","14","1","2024","5","40.776765","-77.787909","1758","2","0","0","0","0","0","0","0","0","","0","0","0","","","1","","1","","40 46:36.354","2","0","77 47:16.473","3","0","0","0","14210","0","0","0","N","0","0","0","2","14410","0","","1.0","1840.0","1","N","N","N","0","","1","0","2","","2","N","","2","1","0","0","0","0","0","2","0","2","03","03","","N","","","","","","","","","",""
"2024008983","1100","1","0","0","0","0","0","0","0","0","1","0","","14","1","2024","3","41.009917","-77.591758","1031","2","0","0","0","0","0","0","0","0","","0","0","0","","","0","N","0","","41 00:35.700","","0","77 35:30.327","0","0","0","0","14214","0","0","0","N","0","0","0","2","68G07","0","","1.0","","7","N","N","N","0","","0","0","1","","0","","","2","0","0","0","0","0","0","1","0","2","10","","","N","","","","","","","","","",""
"2024011042","1216","0","0","0","0","0","0","0","0","0","7","0","","14","1","2024","1","41.021781","-77.946666","1154","2","0","0","0","0","0","0","0","0","","0","0","0","","","1","N","0","","41 01:18.413","","0","77 56:47.998","3","0","0","0","14220","0","0","0","N","0","0","0","1","68G07","0","","4.0","","7","N","N","N","0","","1","0","1","","0","","","1","1","0","0","0","0","0","1","0","1","10","","","N","","","","","","","","","",""
"2024008101","1827","1","0","0","0","0","0","0","0","0","1","0","","14","1","2024","1","40.800166","-77.853398","1827","2","0","0","0","0","0","0","0","0","","0","0","0","","","0","N","0","","40 48:00.596","1","0","77 51:12.231","0","0","0","0","14410","0","0","0","N","0","0","0","3","14410","0","","1.0","1904.0","6","N","N","N","0","","0","0","1","","0","N","","2","0","0","0","0","0","0","2","0","2","03","03","","N","","","","","","","","","",""
"2024009366","0700","0","0","0","0","0","0","0","0","0","7","0","","14","1","2024","4","40.925981","-77.471317","0640","2","0","0","0","0","0","0","1","0","","0","0","0","","","0","N","0","","40 55:33.530","4","0","77 28:16.740","0","0","0","0","14215","0","0","0","N","0","0","0","1","68G07","0","","4.0","730.0","9","N","N","N","0","","0","0","0","","0","N","","1","0","0","0","0","0","0","1","1","1","03","03","","N","","","","","","","","","",""
"2024008535","1257","0","0","0","0","0","0","0","0","0","7","1","","14","1","2024","3","41.00874","-77.594648","1245","2","0","0","0","0","0","0","0","0","","0","1","0","","","1","N","0","","41 00:31.463","4","0","77 35:40.734","3","0","0","0","14214","0","0","0","N","0","0","0","2","68G07","0","","4.0","1427.0","7","N","N","N","0","","1","0","0","","0","N","","1","1","1","0","0","0","0","1","0","1","10","","","N","","","","","","","","","",""
"2024008307","1556","0","0","0","0","0","0","0","0","0","2","0","","14","1","2024","5","40.901218","-78.210962","1545","2","0","0","0","0","1","0","0","0","","0","0","0","","","0","","1","","40 54:04.385","4","0","78 12:39.462","0","0","0","0","14406","0","0","0","N","0","0","0","2","68G07","0","","1.0","1645.0","1","N","N","N","1","","0","0","1","","2","Y","","2","0","0","0","0","0","0","2","0","2","03","","","N","","","","","","","","","",""
"2024006214","1016","1","0","0","0","0","0","0","0","0","7","0","","14","1","2024","6","41.057384","-78.021827","1002","2","0","0","0","0","0","0","0","0","","0","0","0","","","0","N","0","","41 03:26.584","5","0","78 01:18.578","0","0","0","0","14203","0","0","0","N","0","0","0","1","68G07","0","","2.0","1037.0","2","N","N","N","0","","0","0","0","","0","Y","","1","0","0","0","0","0","0","1","0","1","03","","","N","","","","","","","","","",""
"2024008991","2304","1","0","1","0","0","0","0","0","0","7","0","","14","1","2024","4","40.824725","-77.642722","2247","2","0","1","0","0","0","0","0","0","","0","0","0","","","1","N","0","","40 49:29.010","","0","77 38:33.800","2","0","0","0","14218","0","0","0","N","0","0","0","1","68G07","0","","4.0","","2","N","N","N","0","","0","1","0","","0","","","1","1","0","0","0","0","0","1","0","1","03","","","N","","","","","","","","","",""
"2024007857","1433","1","0","0","0","0","0","0","0","0","7","0","","14","1","2024","6","40.823311","-77.865427","1427","2","0","0","0","1","0","0","0","0","","0","0","0","","","0","N","0","","40 49:23.921","","0","77 51:55.537","0","0","0","0","14204","0","0","0","Y","0","0","0","1","68G07","0","","4.0","","9","N","N","N","0","","0","0","0","","0","","","1","0","0","0","0","0","0","1","0","1","10","","","N","","","","","","","","","",""
"2024006869","1230","0","0","0","0","0","0","0","0","0","7","1","","14","1","2024","3","41.013629","-77.588378","1211","2","0","0","0","0","0","0","0","0","","0","1","0","","","0","N","0","","41 00:49.064","4","0","77 35:18.159","0","0","0","0","14214","0","0","0","Y","0","0","0","1","68G07","0","","2.0","1400.0","7","N","N","N","0","","0","0","0","","0","N","","1","0","0","0","0","0","0","1","0","1","10","","","N","","","","","","","","","",""
"2024009148","0912","0","0","0","0","0","0","0","0","0","7","0","","14","1","2024","3","41.0221","-77.901364","0836","2","0","0","0","0","0","0","0","0","","0","0","0","","","1","N","0","","41 01:19.560","","0","77 54:04.911","3","0","0","0","14220","0","0","0","N","0","0","0","1","68G07","0","","5.0","","7","N","N","N","0","","1","0","1","","0","","","1","1","0","0","0","0","0","1","0","1","10","","","N","","","","","","","","","",""
"2024004442","1440","0","0","0","0","0","0","0","0","0","1","1","","14","1","2024","7","40.985895","-78.032411","1405","2","0","0","0","0","0","1","0","0","","0","1","0","","","6","N","0","","40 59:09.223","3","0","78 01:56.680","3","0","0","0","14220","0","0","0","N","0","0","0","8","68G07","0","","2.0","1730.0","7","N","N","N","0","","6","0","1","","0","N","","2","6","7","0","0","0","0","1","0","2","10","","","N","","","","","","","","","",""
"2024006204","0250","0","0","0","0","0","0","0","0","0","7","0","","14","1","2024","5","40.760241","-77.614668","0234","2","0","0","0","0","0","1","0","0","","0","0","0","","","0","N","0","","40 45:36.866","","0","77 36:52.806","0","0","0","0","14218","0","0","0","N","0","0","0","1","68G07","0","","4.0","","1","N","N","N","0","","0","0","1","","0","","","1","0","0","0","0","0","0","1","0","1","03","","","N","","","","","","","","","",""
"2024003156","1440","0","0","0","0","0","0","0","0","0","4","1","","14","1","2024","7","40.985893","-78.032413","1405","2","0","0","0","0","0","0","0","0","","0","1","0","","","0","N","0","","40 59:09.216","3","0","78 01:56.688","0","0","0","0","14220","0","0","0","Y","0","0","0","2","68G07","0","","1.0","1730.0","7","N","N","N","0","","0","0","1","","0","N","","2","0","0","0","0","0","0","1","0","2","10","02","","N","","","","","","","","","",""
"2024007625","0047","1","0","0","0","0","0","0","0","0","8","0","","14","1","2024","7","40.795302","-77.860435","0046","2","0","0","0","0","0","0","0","0","","0","0","0","","","1","","2","","40 47:43.088","","0","77 51:37.565","4","0","0","0","14410","1","0","0","N","1","0","0","3","14410","1","","1.0","","7","N","N","N","0","","0","0","0","","2","","","2","1","0","0","0","0","0","2","0","1","03","","","N","","","","","","","","","",""
"2024015818","0654","0","0","0","0","0","0","0","0","0","7","0","","14","2","2024","3","40.965809","-77.65193","0638","2","0","0","0","0","0","0","0","0","","0","0","0","","","0","N","0","","40 57:56.913","","0","77 39:06.948","0","0","0","0","14214","0","0","0","Y","0","0","0","1","68G07","0","","4.0","","9","N","N","N","0","","0","0","1","","0","","","1","0","0","0","0","0","0","1","0","1","10","","","N","","","","","","","","","",""
"2024006215","1144","1","0","0","0","0","0","0","0","0","7","0","","14","1","2024","6","40.871458","-77.775893","1139","2","0","0","0","0","0","0","0","0","","0","0","0","","","0","N","0","","40 52:17.250","","2","77 46:33.214","0","0","0","0","14201","0","0","0","N","0","0","0","1","68G07","0","","4.0","","1","N","N","N","0","","0","0","0","","0","","","1","0","0","0","0","0","0","2","0","1","03","","","N","","","","","","","","","",""
"2024012043","0703","0","0","1","0","0","0","0","0","0","7","0","","14","1","2024","1","40.996561","-78.00299","0644","2","0","0","0","0","0","1","0","0","","0","0","0","","","2","N","0","","40 59:47.621","4","0","78 00:10.764","2","0","0","0","14220","0","0","0","N","0","0","0","2","68G07","0","","4.0","800.0","7","N","N","N","1","","1","1","0","","0","Y","","1","2","0","0","0","0","0","1","0","1","02","","","N","","","","","","","","","",""
"2024011072","1309","1","0","0","0","0","0","0","0","0","7","0","","14","1","2024","7","40.861008","-77.836127","1252","2","0","0","1","0","0","0","0","0","","0","0","0","","","1","","2","","40 51:39.630","","0","77 50:10.056","3","0","0","0","14201","0","0","0","N","0","0","0","1","68G07","0","","4.0","","7","N","N","N","0","","1","0","0","","3","","","1","1","0","0","0","0","0","1","0","1","10","","","N","","","","","","","","","",""
"2024006846","1120","1","0","0","0","0","0","0","0","0","1","1","","14","1","2024","4","40.918994","-77.676591","1114","2","0","0","0","0","0","0","0","0","","0","1","0","","","1","N","0","","40 55:08.377","","7","77 40:35.727","3","0","0","0","14224","0","0","0","N","0","0","0","3","68G07","0","","1.0","","1","N","N","N","0","","1","0","0","","0","","","2","1","1","0","0","0","0","1","0","2","03","","","N","","","","","","","","","",""
"2024012326","1214","0","0","0","0","0","0","0","0","0","7","1","","14","1","2024","4","40.802306","-78.055167","1157","2","0","0","0","0","0","0","1","0","","1","1","0","","","0","N","0","","40 48:08.300","7","0","78 03:18.600","1","0","0","0","14407","0","0","0","N","0","0","0","2","68G07","0","4","4.0","200.0","7","N","N","N","0","0","0","0","0","","0","N","","1","0","1","1","0","0","0","1","0","1","03","","","N","","","","","","","","","",""
"2024012970","1228","0","0","0","0","0","0","0","0","0","7","1","","14","1","2024","3","40.981178","-78.036775","1150","2","0","0","0","0","0","0","0","0","","0","1","0","","","0","N","0","","40 58:52.242","3","0","78 02:12.391","0","0","0","0","14219","0","0","0","Y","0","0","0","1","68G07","0","","2.0","1320.0","7","N","N","N","0","","0","0","0","","0","N","","1","0","0","0","0","0","0","1","0","1","10","","","N","","","","","","","","","",""
"2024013333","1622","1","0","0","0","0","0","0","0","0","6","1","","14","2","2024","3","40.803278","-75.885667","1618","2","0","0","0","0","0","2","0","0","","0","1","0","","","0","","1","","40 48:11.800","","7","75 53:08.400","0","0","0","0","14206","0","0","0","N","0","0","0","2","14206","0","","1.0","","1","N","N","N","0","","0","0","0","","3","","","2","0","0","0","0","0","0","1","0","2","03","","","N","","","","","","","","","",""
"2024009175","2105","0","0","0","0","0","0","0","0","0","7","0","","14","1","2024","7","41.008447","-77.96531","2033","2","0","0","0","0","0","0","0","0","","0","0","0","","","1","N","0","","41 00:30.408","","0","77 57:55.115","4","0","0","0","14220","0","0","0","N","0","0","0","1","68G07","1","","3.0","","7","N","N","N","0","","0","0","1","","0","","","1","1","0","0","0","0","0","1","0","1","10","","","N","","","","","","","","","",""
"2024008981","0945","0","0","0","0","0","0","0","0","0","7","0","","14","1","2024","3","41.005683","-77.59723","0919","2","0","0","0","0","0","1","0","0","","0","0","0","","","0","N","0","","41 00:20.457","","0","77 35:50.029","0","0","0","0","14214","0","0","0","N","0","0","0","1","68G07","0","","4.0","","7","N","N","N","0","","0","0","1","","0","","","1","0","0","0","0","0","0","1","0","1","10","","","N","","","","","","","","","",""
"2024010858","1102","0","0","0","0","0","0","0","0","0","7","0","","14","1","2024","1","40.755451","-78.099351","1045","2","0","0","0","0","0","0","0","0","","0","0","0","","","1","N","0","","40 45:19.622","","0","78 05:57.664","4","0","0","0","14222","0","0","0","N","0","0","0","1","68G07","1","","4.0","","2","N","N","N","0","","0","0","1","","0","","","1","1","0","0","0","0","0","1","0","1","06","","","N","","","","","","","","","",""
"2024010859","1128","1","0","0","0","0","0","0","0","0","7","0","","14","1","2024","1","40.760568","-78.094887","1128","2","0","0","1","0","0","0","0","0","","0","0","0","","","0","N","0","","40 45:38.045","","0","78 05:41.592","0","0","0","0","14222","0","0","0","N","0","0","0","1","68G07","0","","4.0","","9","N","N","N","0","","0","0","0","","0","","","1","0","0","0","0","0","0","1","0","1","06","","","N","","","","","","","","","",""
"2024011078","0830","0","0","0","0","0","0","0","0","0","7","1","","14","1","2024","1","41.002303","-77.862871","0817","2","0","0","0","0","0","0","0","0","","0","1","0","","","1","N","0","","41 00:08.291","3","0","77 51:46.334","3","0","0","0","14202","0","0","0","N","0","0","0","1","68G07","0","","4.0","1000.0","7","N","N","N","0","","1","0","0","","0","Y","","1","1","0","0","0","0","0","1","0","1","02","10","","N","","","","","","","","","",""
"2024011299","1740","0","0","0","0","0","0","0","0","0","7","0","","14","1","2024","6","40.81028","-78.036082","1724","2","0","0","0","0","1","0","0","0","","0","0","0","","","0","N","0","","40 48:37.007","5","0","78 02:09.895","0","0","0","0","14225","0","0","0","N","0","0","0","2","68G07","0","","4.0","1908.0","7","N","N","N","0","","0","0","1","","0","N","","1","0","0","0","0","0","0","1","0","1","10","","","N","","","","","","","","","",""
"2024009054","1948","0","0","0","0","0","0","0","0","0","4","0","","14","1","2024","3","40.778285","-77.779188","1939","2","0","0","0","0","0","1","0","0","","0","0","0","","","0","","1","","40 46:41.827","3","0","77 46:45.078","0","0","0","0","14210","0","0","0","N","0","0","0","2","14410","0","","1.0","2035.0","9","N","N","N","1","","0","0","1","","2","Y","","2","0","0","0","0","0","0","2","0","2","03","07","","N","","","","","","","","","",""
"2024010856","0933","1","0","0","0","0","0","0","0","0","7","0","","14","1","2024","1","40.908398","-77.295618","0857","2","1","0","0","0","0","0","0","0","","0","0","0","","","0","N","0","","40 54:30.234","","0","77 17:44.223","0","0","0","0","14208","0","0","0","N","0","0","0","2","68G07","0","","2.0","","2","N","N","N","0","","0","0","0","","0","","","1","0","0","0","0","0","0","1","0","1","06","04","","N","","","","","","","","","",""
"2024011779","0844","0","0","0","0","0","0","0","0","0","7","1","","14","1","2024","6","40.886076","-77.736781","0815","2","0","0","0","0","0","0","0","0","","0","1","0","","","0","N","0","","40 53:09.872","2","0","77 44:12.410","0","0","0","0","14221","0","0","0","Y","0","0","0","1","68G07","0","","4.0","300.0","7","N","N","N","0","","0","0","0","","0","N","","1","0","0","0","0","0","0","1","0","1","10","","","N","","","","","","","","","",""
"2024015519","0633","1","0","0","0","0","0","0","0","0","4","0","","14","2","2024","3","40.921542","-77.672454","0621","2","0","0","0","0","0","1","0","0","","0","0","0","","","0","N","0","","40 55:17.552","","0","77 40:20.834","0","0","0","0","14224","0","0","0","N","0","0","0","1","68G07","0","","4.0","","7","N","N","N","1","","0","0","0","","0","","","2","0","0","0","0","0","0","1","0","2","10","","","N","","","","","","","","","",""
"2024012888","1615","1","0","0","0","0","0","1","0","0","4","2","","14","2","2024","2","40.779027","-77.764069","1604","2","0","0","0","0","0","0","0","0","","0","1","0","","","0","","2","","40 46:44.496","","0","77 45:50.647","0","0","0","0","14210","0","0","0","N","0","0","0","3","14410","0","","1.0","","1","Y","N","N","0","","0","0","0","","0","","","3","0","1","0","0","0","0","1","0","3","03","","","N","","","","","","","","","",""
"2024010394","0105","0","0","0","0","0","0","0","0","0","8","0","","14","1","2024","7","40.790823","-77.863789","0055","2","0","0","0","0","0","0","0","0","","0","0","0","","","1","","1","","40 47:26.962","","0","77 51:49.639","3","0","0","0","14410","1","0","0","N","1","0","0","2","14410","0","","1.0","","9","N","N","N","0","","1","0","1","","2","","","2","1","0","0","0","0","0","2","0","1","07","","","N","","","","","","","","","",""
